Level1,Level2,Level3,Level4,Level5,Address,GID_0,GID_0_NAME,GID_1,GID_1_NAME,NumberOfPollingStations,QuickReportsSubmitted,FormSubmitted,PSISubmitted,NumberOfQuestionsAnswered,NumberOfFlaggedAnswers,ObserversWithForms,ObserversWithQuickReports,ObserversWithPSI,TotalObservers
Republica Moldova,Glodeni,s. Bisericani,,,"s. Bisericani, Căminul cultural",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Brânzeni,,,"s. Brânzeni, Căminul cultural Brânzeni",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Butești,,,"s. Butești, fosta clădire a școlii primare",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Cajba,,,"s. Cajba, casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Camenca,,,"s. Camenca, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s.Camencuța,,,"s. Camencuța, casa de locuit a cet. Pascari Ilia",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Ciuciulea,,,"s. Ciuciulea, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s.Clococenii Vechi,,,Căminul cultural din s. Clococenii Vechi,MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Cobani,,,"s. Cobani, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Cuhnești,,,Căminul cultural din s. Cuhnești,MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Danu,,,"s. Danu, Clădirea fostului magazin ANGROCOOP",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Danu,,,"s. Danu, IP Gimnaziul Danu",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Dușmani,,,"s. Dușmani, clădirea administrativă a primăriei",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Fundurii Noi,,,"s. Fundurii Noi, Căminul cultural",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Fundurii Vechi,,,"s. Fundurii Vechi, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Hîjdieni,,,"s. Hîjdieni, Gimnaziul",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Iabloana,,,"s. Iabloana, Instituția publică Gimnaziul Iabloana",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Limbenii Noi,,,"s. Limbenii Noi, Casa de cultură Limbenii Noi",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Limbenii Vechi,,,"Limbenii Vechi, Gimnaziul Limbenii Vechi",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Moara Domnească,,,"s. Moara Domnească, Căminul de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s.Nicolaevca,,,"s. Nicolaevca, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Petrunea,,,"s. Petrunea, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Soroca,,,"s. Soroca, Clubul Soroca",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Stârcea,,,Fosta Casă de Cultură din s. Stârcea,MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Sturzovca,,,"s. Sturzovca, Gimnaziul",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Sturzovca,,,"s.Sturzovca, Gimnaziul nr.1",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Tomeștii Noi,,,Căminul cultural din s. Tomeștii Noi,MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Ustia,,,"s. Ustia, Casa de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Glodeni,s. Viișoara,,,"s. Viișoara, Căminul de cultură",MDA,Republica Moldova,MDA.20_1,Glodeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Anini,,,"Sediul fostei fabrici de vin, s. Anini, str. Codru;",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Bălceana,,,"Gimnaziul Bălceana, I etaj",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Bobeica,,,"Casa de cultură, s. Bobeica",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Boghiceni,,,"Gimnaziul Boghiceni, holul mare de la parter",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Bozieni,,,"Casa de cultură, s.Bozieni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Brătianovca,,,"Grădiniţa de copii din Brătianovca, str.Lacului,24",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Bujor,,,"Casa de cultură, s. Bujor",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Buțeni,,,"Gimnaziul s.Buțeni, str.Renașterii 35",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Călmățui,,,"Casa de cultură, s. Călmățui",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Caracui,,,"Casa de Cultură, s. Caracui",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineanca,,,"Grădiniţa de copii din Cărpineanca, str.Mihai Eminescu",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineni,,,"Gimnaziu grădiniță Nr.3, Str. Cuza Vodă, s. Cărpineni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineni,,,"Gimnaziul Dumitru Crețu, s. Cărpineni, Str.Iuri. Gagarin,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineni,,,Grădinița Lăpușnița s. Cărpineni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineni,,,"Liceul Teoretic,,Ștefan Holban"", s. Cărpineni, Str. Independenței",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cărpineni,,,"Primăria Cărpineni, Str. Independenței, Sala de ședințe",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cățeleni,,,Primăria s. Cățeleni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cioara,,,"Casa de Cultură, antreul, s. Cioara",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Ciuciuleni,,,"Holul etajului I, Gimnaziul ""A. Donici"" , str.A.Donici, nr.2",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Ciuciuleni,,,"Holul Grădiniței nr.2 ""Albinuța"" str.T.Chiriac nr.2",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Ciuciuleni,,,"Sala de Festivități a Gimnaziul ""A. Donici"" , str.A.Donici, nr.2",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Ciuciuleni,,,"Sala de Sport a Grădiniței nr.2 ""Albinuța"" str.T.Chiriac nr.2",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Corneşti,,,"Căminul Cultural, s. Corneşti",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Cotul-Morii,,,"Gimnaziul-Grădiniță, s. Cotul Morii",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Crasnoarmeiscoe,,,"Liceul Teoretic ""D.Cantemir"", str. Centrală",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Dahnovici,,,"Fostul Club sătesc, s. Dahnovici",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Dancu,,,Gimnaziul s. Dancu,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Drăgușeni,,,"Fosta Grădinița de copii, s. Drăgușeni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Drăgușenii Noi,,,"Casa de Cultură, s. Drăgușenii-Noi",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Dubovca,,,"Casa de cultură, s. Dubovca",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Fîrlădeni,,,"Casa de cultură, s. Fîrlădeni, str. Ștefan cel Mare și Sfînt 2",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Fundul-Galbenei,,,Sediul Primăriei s. Fundul-Galbenei,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Horjești,,,Gimnaziul s. Horjești,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Horodca,,,"Centrul Comunitar (grădinița), s. Horodca,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Ivanovca,,,"Gimnaziul ""Ksenia Evteeva""",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Lăpușna,,,"Sediul Casei de Cultură, str. A. Lăpușneanu 109",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Lăpușna,,,"Sediul Liceului Teoretic Lăpușna, str. M. Eminescu 10",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Leușeni,,,Casa de Cultură com. Leușeni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Logănești,,,"Gimnaziul Logănești, bloc administrativ, s. Logănești, str.C.Stamati 13",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Logănești,,,"Gimnaziul s. Logăneşti , blocul de studii, s. Logăneşti, str. C.Stamati nr.13",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Mereșeni,,,Primăria com. Mereșeni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Mingir,,,Sediul fostei școli primare,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Mingir,,,"Sediul Gimnaziului Mingir,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Mirești,,,"Gimnaziul Mirești, s. Mirești",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,mun. Hînceşti,,,"Casa de Cultură, Mun. Hînceşti Str. M. Hîncu 130, tel. (0269) 2-34-73",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,mun. Hînceşti,,,"Liceul Teoretic ""M.Eminescu"", 43, Mun. Hînceşti Str. M. Eminescu, 43,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,mun. Hînceşti,,,"Școala Profesională, Mun. Hînceşti Str. Chișinăului 17,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,mun. Hîncești,,,"Colegiul de construcții, Mun. Hînceşti Str. Al. Marinescu 10 a",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Mun. Hînceşti,,,"Gimnaziul ""Mihai Viteazul"", Mun. Hînceşti Str. Șl .Mereșenilor, 16",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Negrea,,,"Sediul primăriei, s. Negrea, str. Andrei Șaptefrați, nr.5",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Nemţeni,,,"Casa de cultură, s.Nemţeni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Obileni,,,"Casa de cultură, s. Obileni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Oneşti,,,"Primăria s. Onești, sala de ședințe, et.I",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Paşcani,,,"Casa de cultură, s. Paşcani",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Pereni,,,Casa de cultura s. Pereni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Pervomaiscoe,,,Sediul Casei de Cultură din s.Pervomaiscoe,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Pogăneşti,,,"Centrul de Agrement, Comuna Pogăneşti",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Rusca,,,"Sediul Casei de cultură a penitenciarului Rusca, str.Păcii",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Sărata Galbenă,,,"Căminul Cultural, s. Sărata Galbenă str.Ștefan cel Mare și Sfânt, 73",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Sărata Galbenă,,,"Centrul Creștin ""SAREPTA"", s. Sărata Galbenă str.Emanuel, 5",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Sărata Mereșeni,,,"Căminul de cultură, s. Sărata Mereșeni, str. Țentralinaia nr.8",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Secăreni,,,"Căminul cultural, s. Secăreni",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Secărenii Noi,,,"Edificiu primăriei, Sala de şedinţe, s. Secărenii Noi",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Şipoteni,,,"Clubul s. Şipoteni,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Sofia,,,Primăria s.Sofia,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Stolniceni,,,Primăria s. Stolniceni,MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Tălăieşti,,,"Gimnaziul Tălăieşti, str. Cicalova,",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Valea Florii,,,"Căminul Cultural Valea Florii, s. Valea Florii , str.Alexandru cel Bun",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Hîncești,Voinescu,,,"Casa de cultură, s. Voinescu",MDA,Republica Moldova,MDA.21_1,Hîncești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Gangura,,,Primăria Gangura (sala de ședințe),MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Mileștii Mici,,,Casa de Cultură,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Mileștii Mici,,,"Liceul teoretic ""Mihai Bârcă""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Răzeni,,,"str. Grigore Bivol nr. 2 Căminul Cultural ""Ion Inculeț""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Răzeni,,,str. Nicolae Iorga nr. 23 Centru de Instruire Republican (fosta Școală profesională tehnică),MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Răzeni,,,"str. Ștefan cel Mare și Sfânt nr. 87 Liceul Teoretic ""Ion Pelivan""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Ruseștii Noi,,,Casa de Cultură din comuna Ruseștii Noi,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Ruseștii Noi,,,Primăria comunei Ruseștii Noi,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Țipala,,,Căminul cultural din satul Țipala,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,comuna Zîmbreni,,,Casa de Cultură,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Alexandru cel Bun nr. 4 SA ""Vinuri-Ialoveni""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,str. Alexandru cel Bun nr. 7 Centrul Medicilor de Familie,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Alexandru cel Bun nr. 84 Liceul Teoretic ""Andrei Vartic""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Basarabia nr. 2 Liceul Teoretic ""Petre Ștefănucă""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Chilia nr. 4 Gimnaziul ""Grigore Vieru""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Florilor nr. 17 Grădinița de copii nr. 3 ""Lăstărel""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Grigore Vieru nr. 30 SRL ""Ialoveni-Gaz""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,orașul Ialoveni,,,"str. Prieteniei nr. 6 Grădinița de copii nr. 1 ""Andrieș""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Bălțați,,,Grădinița de Copii din satul Bălțați,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Bardar,,,"str. Aurel David nr. 70 Casa de Cultură Bardar (antreu, intrarea centrală)",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Bardar,,,"str. Aurel David nr. 70 Casa de Cultură Bardar (sala mare de concerte, intrarea din partea laterală spre str. Viitor)",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Budăi,,,Încăperea punctului medical din satul Budăi,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Cărbuna,,,Primăria satului Cărbuna,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Cigîrleni,,,Grădinița de copii nr. 1 (sala festivă),MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Costești,,,str. Bălți nr. 19 Gimnaziul Costești,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Costești,,,str. Moldova nr. 2 Liceul Teoretic Costești,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Costești,,,"str. Poienii nr. 16 Blocul nefinisat al Grădiniței nr. 4 ""Poiana""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Costești,,,str. Ștefan cel Mare și Sfânt nr. 67 Casa de Cultură Costești,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Dănceni,,,"str. 31 august 1989 nr. 2 Gimnaziul ""Alexandrina Rusu""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Hansca,,,Gimnaziul din satul Hansca,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Homuteanovca,,,Căminul cultural,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Horești,,,str. Ștefan cel Mare și Sfânt nr. 136 Casa de Cultură,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Horodca,,,Gimnaziul din satul Horodca,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Malcoci,,,Gimnaziul din satul Malcoci,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Mileștii Noi,,,"str. Andrei Păvălache nr. 27 Grădinița ""Buburuza"" din satul Mileștii Noi",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Misovca,,,Gimnaziul Gangura din satul Misovca,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Molești,,,Casa de Cultură din satul Molești,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Nimoreni,,,"Gimnaziul ""Gurie Grosu"" din satul Nimoreni",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Piatră Albă,,,Biblioteca publică din satul Piatra Albă,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Pojăreni,,,Școala primară din satul Pojăreni,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Puhoi,,,Casa de Cultură din satul Puhoi,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Puhoi,,,"Liceul Teoretic ""Gheorghe Palade""",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Ruseștii Vechi,,,Casa de Cultură din Ruseștii Vechi,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Sociteni,,,str. Tudor Ciorescu nr. 42 Gimnaziul din satul Sociteni,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Suruceni,,,"Liceul Teoretic ""Ion Suruceanu"" din satul Suruceni",MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ialoveni,satul Ulmu,,,str. Ulmu Sediul Primăriei satului Ulmu,MDA,Republica Moldova,MDA.22_1,Ialoveni,1,0,0,0,0,0,0,0,0,0
